index,creative,answer_time_90,survey_created,wave,version,survey_end_time,survey_start_time,answer_time_75,userid,answer_time_median,answer_time_min,surveyid,shortcode,survey_duration,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a3,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a4,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a5,a50,a51,a52,a6,a7,a8,a9,age,consent,default_tys,education,gender,location,occupation,religion,state,ability,motivation,vaccinated,fully_vaccinated
490,vlab-nigeria-hw-generic-3,33.6636,2021-05-25 01:55:15.381+00:00,0,19,2021-06-30 10:14:39.122000+00:00,2021-06-30 10:00:17.971000+00:00,26.269000000000002,6b78fc7f063003e8b3487a4b9d678efa1d67b09a30350d6b38ead9794b2004a4,20.638,7.9750000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,861.151,Extremely important,Not at all,TV,"Yes, somewhat","Yes, somewhat","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very difficult,Moderately,Very safe,Very important,Very important,Yes,7years,Yes,"Benue state, gboko",The side effects,Yes,"Catching up with friends, update myself on healthcare information,",Yes,Yes,No,No,,Private,,,,No,,,,,No,,,,,,No,Moderately concerned,No,No,18-29 years,Accept,,Diploma,Man,North Central (Middle Belt),Laboratory staff,Catholic,Benue,False,True,True,True
182,,103.61879999999996,2021-05-25 01:55:15.381+00:00,0,19,2021-07-01 14:29:04.018000+00:00,2021-07-01 13:53:33.566000+00:00,52.57875000000001,9a35e61f1a72c6675d543d02e15051d326b614fc78e91f6d16b23340ec17b8e2,31.8905,14.633000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,2130.452,Extremely important,A great deal,"International Organizations like CDC, WHO",Not at all,"Yes, definitely",No,,Because the government did not spread the vaccine to individuals,Agree,Strongly disagree,Strongly disagree,Strongly disagree,I will immediately take it,No,Very difficult,Not at all,A little safe,Very important,Very important,Yes,10 years,No,,,Yes,To get Healthcare information,No,,,Yes,Getting a good news concerning Healthcare,Public,No,,,No,,,,,No,,Primary healthcare facility,,,,No,Very concerned,No,No,50-59 years,Accept,,Secondary school,Man,North Central (Middle Belt),PPMV/chemists,Catholic,Lagos,False,True,False,False
462,vlab-nigeria-hw-generic-2,102.3015,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 17:25:17.772000+00:00,2021-06-29 15:51:59.668000+00:00,58.67575000000001,72ed28fc5c15dd22112c4beb19738483832df209bd8f248b63cf982f569b96ad,23.032000000000004,7.176,b43cefd2-9965-4869-8494-99a700a20833,HCP,5598.104,Extremely important,A moderate amount,"International Organizations like CDC, WHO",Not at all,Don’t know / Can’t say,No,,Just fill request for,Disagree,Disagree,Strongly agree,Strongly disagree,I will immediately take it,Yes,Very easy,Don’t know/Can’t say,Very safe,Very important,Very important,Yes,11yrs,Yes,A patient in the hospital,The man was given the vaccine without sickness and he died a week after,Yes,To advertise what i do and catching up with friends,Yes,Yes,No,Yes,Get information all over the world,Public,No,,,No,,,,,No,,Tertiary healthcare facility,,,,No,Not at all concerned,No,No,30-39 years,Accept,,Other,Man,South West,Nurse or midwife,Other Christian,Lagos,True,True,False,False
69,,26.9113,2021-05-25 01:55:15.381+00:00,0,19,2021-05-29 04:45:04.842000+00:00,2021-05-29 04:32:45.558000+00:00,20.49275,7fb88e48bf1187a3c1f8b9f910f79bfcebe2dfbac95c334bedd63d23cb228fb4,14.961000000000002,8.259,b43cefd2-9965-4869-8494-99a700a20833,HCP,739.284,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, first dose only",To get back to normal life,,,,,,,,A bit difficult,A little,Very safe,Very important,Very important,Yes,3,Yes,Safe and stay home,Take a vaccine,Yes,Covid-19 ads,Yes,Yes,Yes,No,,Public,,,,Yes,Alert to covid-19,Yes,Yes,Yes,No,,Secondary healthcare facility,,,,No,Not at all concerned,No,No,18-29 years,Accept,,Other,Man,North East,Laboratory staff,Catholic,Kazari,False,True,True,False
458,vlab-nigeria-hw-generic-2,79.99089999999995,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 13:26:41.789000+00:00,2021-06-26 12:59:39.274000+00:00,33.29375,d14a47596500697cc6271c192e0a3d2ea42f61f1351af855b84a06a42d186518,14.872,6.941000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1622.515,Moderately important,A moderate amount,Colleagues in the healthcare profession,Not at all,"Yes, definitely",No,,No time,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,"I will take it, but want to wait and see",,Quite easy,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Not sure,5,No,,,Yes,Catching up with friends and feeding my eyes too,No,,,Yes,"Biz advert, catching up with friends, getting information, watching vidoe",Private,No,,,Yes,Watching videos,No,,,No,,,,,,No,A little concerned,Not sure,No,30-39 years,Accept,,Masters,Woman,North Central (Middle Belt),Other public health practitioner,Other Christian,FCT,True,False,False,False
300,vlab-nigeria-hw-doctor-2,81.9293000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 14:41:13.656000+00:00,2021-06-26 13:40:01.094000+00:00,28.38325,fadf9245a0d6ca677bfefc24ed28ffdaa86bbb94edac54603c0b6fb187688781,17.9355,6.282,b43cefd2-9965-4869-8494-99a700a20833,HCP,3672.562,Extremely important,A great deal,"International Organizations like CDC, WHO",Not at all,"Yes, somewhat",No,,The vaccine has not undergone clinical trials yet,Strongly agree,Disagree,Strongly agree,Disagree,Very unlikely to take it,,Don’t know/Can’t say,Not at all,Not at all safe,A little important,A little important,Not sure,9+,Yes,From media,Skip,Yes,All of the above,Don’t remember,,,Yes,All of the above,Private,Yes,No,Yes,No,,,,,Yes,All of the above,,Yes,Yes,Yes,No,Very concerned,Yes,No,40-49 years,Accept,,Bachelors,Prefer not to say,South East,Medical doctor,Catholic,Ogun,False,False,False,False
513,vlab-nigeria-hw-generic-3,50.7706,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 20:23:31.169000+00:00,2021-06-28 20:04:09.502000+00:00,25.399750000000004,efa656fa3af7a56f9533c472bcd0cce599a57510125617904ec6338548608e2c,17.046,8.348,b43cefd2-9965-4869-8494-99a700a20833,HCP,1161.667,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,19 years,Yes,In some remote arears.,Heard some people claiming about some abnormal side effects which they have not seen but heard.,Yes,All of the above.,Yes,Yes,No,Yes,All of the above.,Public,Don’t remember,,,Yes,Watching videos,Don’t remember,,,No,,Primary healthcare facility,,,,No,Very concerned,No,No,40-49 years,Accept,,Bachelors,Man,North Central (Middle Belt),Community health worker,Islam,Nasarawa,True,True,True,True
606,vlab-nigeria-hw-ppmv-1,26.220000000000027,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 16:00:17.990000+00:00,2021-06-26 15:49:19.261000+00:00,17.271,01765f73b5c8a04d44baa5f43f76300e8def6dbdaee604f60d824b8023de45c9,13.176,6.7330000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,658.729,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),Don’t know / Can’t say,"Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Quite easy,Very much,Very safe,Very important,Very important,Yes,4years,Yes,The side effects,Very safe,Yes,"Catching up, getting health care information",Yes,Yes,Yes,Yes,Catching up with friends,Private,No,,,No,,,,,Don't have account,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Woman,South South (Niger Delta),PPMV/chemists,Other Christian,Delta,True,True,True,True
200,vlab-nigeria-hw-chw-1,17.535400000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 21:02:34.886000+00:00,2021-06-27 20:53:46.191000+00:00,13.058250000000001,9bfac91942d2bd2faebae72febbd0e4816e1edc844eba942dcc6adb37398de65,11.384,5.179,b43cefd2-9965-4869-8494-99a700a20833,HCP,528.695,Moderately important,Not at all,Online Social Media,Not at all,Not at all,No,,We have to pay to receive,Disagree,Strongly disagree,Disagree,Strongly disagree,I will immediately take it,No,Very difficult,Moderately,Very safe,Very important,Very important,Yes,2 years,No,,,Yes,Reading news,No,,,Yes,Stay connected with family and friends,Public,No,,,Yes,Get information,No,,,No,,Community setting,,,,No,Moderately concerned,No,No,18-29 years,Accept,,Diploma,Woman,South West,Community health worker,Catholic,Ondo state,False,True,False,False
77,,28.567400000000006,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 08:51:39.561000+00:00,2021-06-28 07:18:56.897000+00:00,21.776750000000003,ad3d00a6d1b29a8fc419aef42e1f717116a90f33f65b0f1af852907e99a15959,15.829,6.148000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,5562.664,Extremely important,A little,Online Social Media,"Yes, somewhat","Yes, definitely",No,,Always busy,Agree,Strongly disagree,Strongly disagree,Disagree,I will immediately take it,No,Very easy,Not at all,Very safe,Very important,Very important,Yes,8years,Yes,Online,Good,Yes,Advertising,No,,,Yes,Advertising,Public,No,,,No,,,,,No,,Primary healthcare facility,,,,No,Very concerned,No,No,30-39 years,Accept,,Secondary school,Man,South West,PPMV/chemists,Other Christian,Oyo,True,True,False,False
264,vlab-nigeria-hw-chw-1,55.42159999999999,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 20:27:29.015000+00:00,2021-06-26 20:05:37.140000+00:00,31.612500000000004,3edc79ab80421448fd9de17afb34438ff3c8a7d927de3b5ad0d33748b9a3a372,23.833000000000002,9.366000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1311.875,Extremely important,A little,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat",No,,I have not seen where it is being taken,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,"I will take it, but want to wait and see",,Very difficult,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Very important,Yes,7 years,No,,,Yes,To get information on health and generally,No,,,Yes,"I use WhatsApp for many things like business, health talk, chatting with family and friends etc",Private,Don’t remember,,,Yes,For video,No,,,No,,,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Other,Woman,South South (Niger Delta),Nurse or midwife,Other Christian,Delta state,False,False,False,False
112,,37.215,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 13:31:43.417000+00:00,2021-06-25 13:19:53.302000+00:00,19.9385,ad252b60fb01f8adf4e4e2c40daf7c2331bf2cc32edc9e409637ffaf9b048999,14.1795,7.897,b43cefd2-9965-4869-8494-99a700a20833,HCP,710.115,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,27yrs,No,,,Yes,getting healthcare information,Don’t remember,,,Yes,update on office work,Public,Don’t remember,,,No,,,,,No,,Administrative setting,,,,No,Moderately concerned,Not sure,No,50-59 years,Accept,,Bachelors,Man,North East,Community health worker,Islam,BORNO,True,True,True,True
556,vlab-nigeria-hw-nurse-1,20.450400000000005,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 13:44:34.680000+00:00,2021-06-25 13:20:51.851000+00:00,12.15075,5f47fe0c20c39c216d430554003ed7acb7064f3eee66f0972585d3865789a8ed,10.032,6.056,b43cefd2-9965-4869-8494-99a700a20833,HCP,1422.829,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,6,Yes,Amuwo Odofin MCC,Anaphylactic reaction following covid vaccine,Yes,Catching up with friends,No,,,Yes,Catching up with friends,Public,Don’t remember,,,No,,,,,No,,Secondary healthcare facility,,,,No,Very concerned,No,Not sure,30-39 years,Accept,,Bachelors,Woman,South West,Nurse or midwife,Catholic,A,True,True,True,False
603,vlab-nigeria-hw-ppmv-1,25.791200000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-06-30 12:11:59.932000+00:00,2021-06-30 11:59:26.293000+00:00,14.828500000000002,7a71c5443ecdf7b1070c12f44dc0c5410c1b25d753197a2663cc3f83b5f09cd6,12.021,5.918,b43cefd2-9965-4869-8494-99a700a20833,HCP,753.639,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, both doses",To protect myself and my family,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,8,No,,,Yes,"catching up with friends, getting healthcare information, watching videos",Yes,Yes,Yes,Yes,"catching up with friends, getting healthcare information, watching videos",Private,Yes,Yes,Yes,Yes,"getting healthcare information, watching videos",Yes,Yes,Yes,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Man,South South (Niger Delta),Pharmacist,Catholic,Rivers State,True,True,True,True
675,vlab-nigeria-hw-ppmv-1,115.66620000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 11:23:07.856000+00:00,2021-06-28 18:18:34.700000+00:00,47.732000000000006,14a1cf3e78bf88c02988220f979a9d44e5b5f99e65c6810a0a4dbba3558c4b54,29.521,9.003,b43cefd2-9965-4869-8494-99a700a20833,HCP,61473.156,Moderately important,A moderate amount,Nigerian Center for Disease Control (NCDC),Not at all,Don’t know / Can’t say,No,,Just don't feel like,Neither agree nor disagree,Strongly disagree,Agree,Disagree,"I will take it, but want to wait and see",,Very easy,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,No,4years,No,,,Yes,Chatting and getting informations,Yes,No,No,Yes,,Private,No,,,Yes,Watching videos nd getting informations,Yes,No,Yes,No,,,,,,No,Very concerned,No,Not sure,30-39 years,Accept,,Bachelors,Woman,South West,PPMV/chemists,Other Christian,Ekiti State,True,False,False,False
78,,28.70060000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 09:12:20.860000+00:00,2021-06-29 08:59:52.151000+00:00,22.35825,262481180b1a06859e394d429f8b8874b0bbc1e536112f119a65c3e8fef65264,16.5015,7.444000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,748.709,Extremely important,A moderate amount,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely","Yes, both doses",To protect myself and my family,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,21 years,No,,,Yes,Receiving information,No,,,Yes,As sources of getting real information,Public,Yes,Yes,Yes,No,,,,,No,,Primary healthcare facility,,,,No,Not at all concerned,No,No,50-59 years,Accept,,Diploma,Man,North West,Community health worker,Islam,Kano,True,True,True,True
514,vlab-nigeria-hw-generic-3,51.67400000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 13:22:53.815000+00:00,2021-06-26 13:06:17.650000+00:00,29.493000000000002,5704a0ee5c997fd0d72feed273ff2e3bafea663addc4708c66094dd637866928,17.477,7.676,b43cefd2-9965-4869-8494-99a700a20833,HCP,996.165,Extremely important,A little,"International Organizations like CDC, WHO",Not at all,"Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,7,Yes,"After vaccination, people who received it complaints of a flu like symptoms and of plasmodiasis",No such,Yes,All of the above,Yes,Yes,Yes,Yes,All of the above,Private,Yes,Yes,Yes,No,,,,,No,,,,,,No,Not at all concerned,No,No,18-29 years,Accept,,Diploma,Man,North Central (Middle Belt),Community health worker,Other Christian,Nasarawa,True,True,True,True
429,vlab-nigeria-hw-generic-2,39.836,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 12:24:42.731000+00:00,2021-06-29 12:02:54.034000+00:00,31.167,b27cf2f187381c9f471fba9200719cc517d080f7e96cc1905881d1e54adfbe00,23.3335,9.388,b43cefd2-9965-4869-8494-99a700a20833,HCP,1308.697,Moderately important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, somewhat",No,,The many contradictory theories and the view that the Astrazaneca vaccine is low quality get me scared of taking it.,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,"I will take it, but want to wait and see",,Very difficult,Not at all,Don’t know/Can’t say,A little important,Moderately important,Not sure,6,Yes,I saw a video of a local government worker in Kaduna who immediately after she took the vaccine became I'll and was rushed to the hospital. Another video was in India,The eventual loss of strength and sometimes victims collapse,Yes,Information and past times,Yes,Don’t remember,Yes,Yes,General information,Private,No,,,Yes,General info,Don’t remember,,,No,,,,,,No,Very concerned,No,Not sure,30-39 years,Accept,,Bachelors,Man,North Central (Middle Belt),Other public health practitioner,Other Christian,Abuja,False,False,False,False
100,,33.812000000000005,2021-05-25 01:55:15.381+00:00,0,19,2021-06-06 10:43:45.390000+00:00,2021-06-06 10:30:23.635000+00:00,27.87,519e985211b84b20ea5361803950ea4533c04d6484dda99d64af2d8f9b6f2526,20.602,6.898000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,801.755,Not at all important,Not at all,Online Social Media,Not at all,Not at all,"Yes, first dose only",To protect myself and my family,,,,,,,,Very difficult,Very much,Very safe,Very important,Not at all important,Not sure,2,Yes,Ok,À,Yes,Facebook,Yes,No,No,No,,Private,,,,No,,,,,No,,,,,,No,Not at all concerned,Not sure,Not sure,18-29 years,Accept,,Secondary school,Man,North East,Medical doctor,Islam,Ok,False,True,True,False
281,vlab-nigeria-hw-doctor-1,36.6057,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 04:41:02.484000+00:00,2021-06-29 04:25:46.398000+00:00,21.942750000000004,ab568f248000fcbca190def1ed369e6f6340ab28c185bce20e2c6702a0ab5f35,16.669,6.812,b43cefd2-9965-4869-8494-99a700a20833,HCP,916.086,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, definitely","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,A bit difficult,A little,Very safe,Very important,Very important,Yes,3years,No,,,Yes,Read news,Yes,Yes,Yes,Yes,To communicate with workers,Public,No,,,Yes,Information as related to health,Yes,Yes,Yes,No,,Tertiary healthcare facility,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Man,South East,Medical doctor,Catholic,Imo state,False,True,True,False
